2000,100,1381.8
2000,101,1382.92
2000,102,1382.92
2000,103,1382.92
2000,104,1382.92
2000,105,7253.3
2000,106,7303.2
2000,107,7216.9
2000,108,6647.8
2000,109,6452.9
2000,110,7104.4
2000,111,8076.2
2000,112,8185.1
2000,113,7211.8
2000,114,6271.6
2000,115,4845.4
2000,116,3879.3
2000,117,3426.4
2000,118,3177.3
2000,119,2699.9
2000,120,1784.2
2000,121,1550.8
2000,200,1381.8
2000,201,1382.92
2000,202,1382.92
2000,203,1382.92
2000,204,1382.92
2000,205,7253.3
2000,206,7303.2
2000,207,7216.9
2000,208,6647.8
2000,209,6452.9
2000,210,7104.4
2000,211,8076.2
2000,212,8185.1
2000,213,7211.8
2000,214,6271.6
2000,215,4845.4
2000,216,3879.3
2000,217,3426.4
2000,218,3177.3
2000,219,2699.9
2000,220,1784.2
2000,221,1550.8
