1991,100,1600
1991,101,1600
1991,102,1600
1991,103,1600
1991,104,1600
1991,105,7000
1991,106,7000
1991,107,7000
1991,108,7000
1991,109,7000
1991,110,7000
1991,111,7000
1991,112,7000
1991,113,7000
1991,114,7000
1991,115,6000
1991,116,5000
1991,117,4000
1991,118,3000
1991,119,2000
1991,120,1000
1991,121,1000
1991,200,1600
1991,201,1600
1991,202,1600
1991,203,1600
1991,204,1600
1991,205,7000
1991,206,7000
1991,207,7000
1991,208,7000
1991,209,7000
1991,210,7000
1991,211,7000
1991,212,7000
1991,213,7000
1991,214,7000
1991,215,6000
1991,216,5000
1991,217,4000
1991,218,3000
1991,219,2000
1991,220,1000
1991,221,1000
